Unique Investment Identifier,Business Case Id,Agency Code,Agency Name,Investment Title,Planning Budgetary Resources PY1 and Prior,Planning Budgetary Resources PY,Planning Budgetary Resources CY,Planning Budgetary Resources BY,DME Budgetary Resources PY1 and Prior,DME Budgetary Resources PY,DME Budgetary Resources CY,DME Budgetary Resources BY,DME Government FTE Costs PY1 and Prior,DME Government FTE Costs PY,DME Government FTE Costs CY,DME Government FTE Costs BY,Omd Budgetary Resources PY1 and Prior,Omd Budgetary Resources PY,Omd Budgetary Resources CY,Omd Budgetary Resources BY,Omd Government FTE Costs PY1 and Prior,Omd Government FTE Costs PY,Omd Government FTE Costs CY,Omd Government FTE Costs BY,Government FTE Number PY1 and Prior,Government FTE Number PY,Government FTE Number CY,Government FTE Number BY,Prior Year Cost Change PY,Prior Year Cost Change CY,Prior Year Cost Percentage Change PY,Prior Year Cost Percentage Change CY
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","0.000000","0.000000","0.000000","0.000000","0.000000","128.200000","0.000000","0.000000","0.000000","1.112000","0.000000","0.000000","0.000000","0.000000","1.800000","9.600000","0.000000","0.000000","1.282000","1.310000","0.00","8.00","9.00","9.00","0.000000","0.000000","0.000000","0.000000"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","26.400000","10.000000","22.300000","0.000000","1.251000","1.282000","0.437000","0.00","9.00","9.00","3.00","0.000000","0.000000","0.000000","0.000000"
"024-000005218","1111","024","Department of Homeland Security","CBP - Mobile Surveillance Capabilities (MSC)","0.000000","0.000000","0.000000","0.000000","39.100000","1.589000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","4.500000","5.600000","0.000000","0.556000","0.570000","0.291000","0.00","4.00","4.00","2.00","0.589000","0.000000","13.000000","0.000000"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","6.570260","0.000000","0.000000","0.000000","62.721457","0.248882","4.270400","0.000000","0.000000","0.000000","0.000000","0.000000","107.592702","12.854876","17.795839","10.215135","9.439967","1.817303","0.000000","0.000000","0.00","0.00","0.00","0.00","14.921061","22.066239","0.000000","0.000000"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","28.062211","0.000000","0.000000","0.000000","18.296853","19.772034","29.388000","30.000000","0.000000","0.000000","0.000000","0.000000","63.252562","8.676755","14.635237","14.022570","9.367542","1.477561","0.000000","0.000000","18.00","0.00","0.00","0.00","29.926350","44.023237","0.000000","0.000000"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","35.257000","8.300000","8.750000","9.013000","4.289822","0.000000","1.357830","1.398560","36.00","0.00","0.00","0.00","8.300000","10.107830","0.000000","0.000000"
"025-000004540","720","025","Department of Housing and Urban Development","Infrastructure and System Monitoring Support","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1224.475294","156.742084","214.509946","139.828855","100.566063","0.000000","0.000000","0.000000","379.00","0.00","0.00","0.00","156.742084","214.509946","0.000000","0.000000"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","27.164102","0.000000","0.000000","0.000000","45.004831","7.400000","9.970000","14.680000","0.000000","0.000000","0.000000","0.000000","121.677093","5.264866","8.297603","6.352977","12.030463","0.844990","0.000000","0.000000","0.00","0.00","0.00","0.00","13.509856","18.267603","0.000000","0.000000"
"025-000004440","741","025","Department of Housing and Urban Development","Enterprise Services - IT Modernization","0.000000","0.000000","4.000000","0.000000","0.000000","4.070637","10.929360","19.500000","0.000000","0.000000","0.000000","0.000000","4.742735","0.000000","0.602521","0.363972","1.458016","0.049053","0.000000","0.000000","12.00","0.00","0.00","0.00","4.119690","15.531881","0.000000","0.000000"
"025-000004310","747","025","Department of Housing and Urban Development","Acquisition Management","0.927140","0.000000","0.000000","0.000000","4.503980","1.923093","4.272400","0.000000","0.006000","0.000000","0.000000","0.000000","10.155922","2.739869","1.281296","2.393255","1.927854","0.166211","0.000000","0.000000","8.00","0.00","0.00","1.00","4.829173","5.553696","0.000000","0.000000"
"025-000004580","856","025","Department of Housing and Urban Development","Voucher Management","11.484037","5.109714","32.401684","22.080000","19.062036","0.000000","2.008730","0.000000","0.000000","0.000000","0.000000","0.000000","0.547266","0.268692","0.591675","1.689541","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","5.378406","35.002089","0.000000","0.000000"
"025-000004320","857","025","Department of Housing and Urban Development","Analytical Services","0.856800","0.000000","0.000000","0.000000","1.819200","2.257173","2.740000","3.900000","0.000000","0.000000","0.000000","0.000000","0.758884","2.497679","2.387572","2.779708","0.000000","0.359295","0.000000","0.000000","4.00","1.00","1.00","1.00","5.114147","5.127572","0.000000","0.000000"
"025-000004520","885","025","Department of Housing and Urban Development","Human Resources Automated Services","8.180009","0.000000","0.000000","0.000000","4.880769","0.000000","9.313000","0.000000","0.000000","0.000000","0.000000","0.000000","5.319768","1.298633","1.376635","1.516678","0.000000","0.177385","0.000000","0.000000","26.00","0.00","0.00","0.00","1.476018","10.689635","0.000000","0.000000"
"010-000000017","642","010","Department of the Interior","BIA - Facilities Management Information System (FMIS)","0.000000","0.000000","0.000000","0.000000","1.230000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","19.787800","0.698387","1.008000","1.008000","1.800000","0.000000","0.360000","0.360000","21.00","3.00","3.00","3.00","-0.669613","0.000000","-48.900000","0.000000"
"010-000000062","643","010","Department of the Interior","BIA - Integrated Records Management System (IRMS)","0.000000","0.000000","0.000000","0.000000","0.982000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","24.059600","0.771610","0.876173","0.531693","0.000000","0.000000","0.060000","0.060000","0.00","0.00","1.00","1.00","-0.815990","0.936173","-51.400000","0.000000"
"010-000000066","644","010","Department of the Interior","BIA - Loan Management and Accounting System (LOMAS)","0.000000","0.000000","0.000000","0.000000","1.796000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.338000","0.061820","0.141000","0.141000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","-0.076180","0.000000","-55.200000","0.000000"
"010-000000070","645","010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","16.170000","1.307785","1.510000","0.000000","0.000000","0.010500","0.010500","0.000000","0.00","1.00","1.00","0.00","-0.191715","0.010500","-12.700000","0.700000"
"010-000000077","646","010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","3.200000","0.000000","0.000000","0.000000","34.072000","0.929971","0.200100","0.000000","0.000000","0.000000","0.000000","0.000000","74.156000","10.298116","6.740194","6.797572","0.000000","0.000000","0.000000","0.000000","6.00","2.00","2.00","2.00","3.426087","-0.387706","43.900000","-5.300000"
"010-000000083","647","010","Department of the Interior","BIE - Native American Student Information System (NASIS)","0.240000","0.000000","0.000000","0.000000","5.780000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.421000","1.449474","1.350774","1.227865","0.000000","0.310000","0.310000","0.310000","0.00","4.00","4.00","4.00","0.000474","0.035774","0.000000","2.200000"
"010-000000086","649","010","Department of the Interior","BLM - Automated Fluid Mineral Support System (AFMSS)","0.213000","0.000000","0.000000","0.000000","2.900000","0.000000","0.000000","0.000000","1.150000","0.000000","0.000000","0.000000","10.050000","1.093000","1.370000","1.370000","2.883000","0.093000","0.375000","0.375000","3.00","3.00","3.00","3.00","-0.552000","0.000000","-31.800000","0.000000"
"010-000000094","650","010","Department of the Interior","BLM - Collections and Billings System (CBS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","28.672000","1.133000","1.157000","0.990000","7.360000","0.981000","1.213000","1.130000","9.00","9.00","9.00","9.00","-0.006000","0.000000","-0.300000","0.000000"
"010-000000116","651","010","Department of the Interior","BLM - Incident Qualifications and Certification System (IQCS)","0.525000","0.000000","0.000000","0.000000","5.943000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.517000","0.527000","0.460000","0.460000","1.831000","0.450000","0.472000","0.472000","4.00","4.00","4.00","4.00","0.051000","0.000000","5.500000","0.000000"
"010-000000156","652","010","Department of the Interior","BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning)","1.900000","0.000000","0.000000","0.000000","9.276000","0.955000","0.000000","0.000000","1.670000","0.106000","0.000000","0.000000","6.101000","2.031000","2.385000","2.385000","0.491000","0.271000","0.303000","0.303000","3.00","3.00","3.00","3.00","0.000000","0.000000","0.000000","0.000000"
"010-000000158","653","010","Department of the Interior","BLM - Legacy Rehost (LR2000)","0.100000","0.000000","0.000000","0.000000","6.170000","0.000000","0.000000","0.000000","2.950000","0.000000","0.000000","0.000000","11.131000","1.130000","1.089000","1.089000","7.537000","0.498000","0.919000","0.919000","8.00","8.00","8.00","8.00","-0.367000","0.000000","-18.400000","0.000000"
"010-000000295","655","010","Department of the Interior","BOR1-PABS (Program and Budget System)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9.054000","0.730348","0.721000","0.721000","5.941000","0.266936","0.387000","0.387000","18.00","2.00","2.00","2.00","-0.078716","0.000000","-7.300000","0.000000"
"010-000000299","656","010","Department of the Interior","BOR1-RMSS (Reclamation Mission Support Services)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","117.587000","4.036000","3.800000","3.800000","180.010000","16.141000","16.377000","16.377000","1733.00","125.00","125.00","125.00","-21.549000","-22.334000","-51.600000","-52.500000"
"010-000000987","657","010","Department of the Interior","USGS - Hazards - Advanced National Seismic System (ANSS)","1.752000","0.220000","0.112000","0.112000","42.805000","0.800000","0.000000","0.000000","1.255000","0.155000","0.112000","0.112000","40.568000","7.886000","1.659000","1.659000","0.000000","0.000000","6.378000","6.378000","345.00","46.00","46.00","46.00","0.000000","0.000000","0.000000","0.000000"
"010-000001000","658","010","Department of the Interior","USGS - AEI - Enterprise Web (EWEB)","4.780000","0.000000","0.000000","0.000000","3.246000","0.000000","0.000000","0.000000","1.206000","0.000000","0.000000","0.000000","6.510000","1.244000","1.244000","1.244000","7.892000","1.100000","1.100000","1.100000","29.00","8.00","8.00","8.00","0.000000","0.000000","0.000000","0.000000"
"010-000001048","664","010","Department of the Interior","USGS - CSS - National Biological Information Infrastructure (NBII)","2.290000","0.000000","0.000000","0.000000","16.956000","0.000000","0.000000","0.000000","13.754000","0.000000","0.000000","0.000000","19.835100","2.312000","1.512000","0.000000","7.446400","1.225000","0.847000","0.000000","53.00","11.00","8.00","0.00","-0.085000","0.000000","-2.300000","0.000000"
"010-000001049","666","010","Department of the Interior","USGS - Water - National Water Information System (NWIS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","57.290000","2.451000","2.034000","1.916000","47.800000","5.379000","5.566000","5.684000","403.00","38.00","39.00","38.00","0.000000","0.000000","0.000000","0.000000"
"010-000001050","667","010","Department of the Interior","USGS - CSS - TNM Reengineering Project","0.077000","0.000000","0.000000","0.000000","1.100000","0.000000","0.000000","0.000000","31.226000","0.175000","0.175000","0.175000","12.751000","3.430000","3.430000","3.430000","29.068000","1.224000","1.224000","1.224000","9.00","9.00","9.00","9.00","0.000000","0.000000","0.000000","0.000000"
"010-000000308","670","010","Department of the Interior","DOI - Consolidated Financial Statement (CFS) System","0.030000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.267576","0.899019","1.001805","1.023907","3.923317","0.324881","0.336395","0.320393","18.00","3.00","3.00","3.00","0.015636","-0.012728","1.300000","-0.900000"
"010-000000315","672","010","Department of the Interior","DOI - Federal Financial System (FFS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","102.651100","16.259500","14.945000","14.323000","63.993000","6.252000","4.000000","2.116100","546.00","52.00","33.00","20.00","0.000000","0.000000","0.000000","0.000000"
"010-000000316","673","010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","45.205400","10.282000","9.321000","12.900000","174.711700","42.737200","29.689000","25.137000","46.718400","12.739000","22.647000","11.896000","87.224700","26.628000","25.334000","27.609000","20.607300","13.053600","14.891400","15.558300","433.00","220.00","273.00","231.00","6.100000","14.300000","6.100000","16.300000"
"010-000000319","674","010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)","2.433000","0.000000","0.000000","0.000000","32.483279","14.940980","6.723240","0.064000","0.000000","0.000000","1.200000","0.000000","3.238000","0.380000","0.000000","5.764200","2.930000","0.420000","0.000000","1.200000","48.00","11.00","8.00","8.00","0.000000","0.000000","0.000000","0.000000"
"010-000000365","675","010","Department of the Interior","DOI - Interior Department Electronic Acquisition System (IDEAS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","37.273900","0.693752","0.526449","0.480449","24.614900","3.600700","2.671300","2.027000","137.00","13.00","11.00","4.00","-0.020248","-0.055551","-0.500000","-1.700000"
"010-000000368","676","010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","0.355000","0.000000","0.000000","0.000000","2.213000","0.581300","0.358800","0.320000","0.867000","0.060000","0.060000","0.060000","4.072000","0.258400","0.258400","0.313200","0.600000","0.060000","0.060000","0.060000","10.00","1.00","1.00","1.00","0.000000","0.000000","0.000000","0.000000"
"010-000000554","679","010","Department of the Interior","NPS - NPS.gov Internet/Intranet Portal (formerly ParkNet)","0.716000","0.000000","0.000000","0.000000","3.427500","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","7.069500","1.341000","1.341000","1.341000","5.354000","0.850000","0.850000","0.850000","55.00","9.00","9.00","8.00","-1.626000","-2.209000","-42.600000","-50.200000"
"010-000000703","681","010","Department of the Interior","OS - OHTA Accounting Reconciliation Tool (ART)","3.049000","0.000000","0.000000","0.000000","3.941000","0.000000","0.000000","0.000000","0.123000","0.000000","0.000000","0.000000","15.405000","3.065000","3.060000","3.056000","1.125000","0.198000","0.203000","0.207000","11.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"010-999990382","683","010","Department of the Interior","E-DOI - Geospatial Line of Business (GeoLoB)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.358920","1.295000","1.595000","1.395000","0.000000","0.000000","0.000000","0.000000","0.00","0.00","0.00","0.00","0.000000","0.300000","0.000000","23.200000"
"010-000000392","685","010","Department of the Interior","E-DOI - NBC FMLoB Shared Service Provider","0.000000","0.000000","0.000000","0.000000","1.245000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","109.373000","23.530400","22.200000","10.200000","34.450000","4.500000","5.800000","4.000000","343.00","36.00","36.00","25.00","0.410400","3.117000","1.500000","12.500000"
"010-000000410","686","010","Department of the Interior","FWS - Federal Aid Information Management System (FAIMS)","4.200000","0.000000","0.000000","0.000000","8.482000","0.000000","0.000000","0.000000","6.228000","0.000000","0.000000","0.000000","10.019000","0.720000","0.480000","0.000000","7.349000","0.522000","0.348000","0.000000","71.00","6.00","6.00","0.00","0.000000","0.000000","0.000000","0.000000"
"010-999990393","687","010","Department of the Interior","E-DOI - NBC Shared Service Center (HRLOB)","5.600000","0.000000","0.000000","0.000000","36.470400","0.000000","0.000000","0.000000","2.375400","0.000000","0.000000","0.000000","268.903550","42.283355","44.668942","47.917665","330.450650","40.921255","43.332442","46.540565","3593.00","428.00","455.00","466.00","7.124610","6.527844","9.400000","8.000000"
"010-000000710","688","010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)","0.000000","0.000000","0.000000","0.000000","10.440000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","113.131000","21.070000","21.670000","20.190000","2.160000","0.288000","0.288000","0.288000","14.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"010-000000553","691","010","Department of the Interior","NPS - National Fee Collection Point of Sale (POS) System","0.978075","0.000000","0.000000","0.000000","1.199539","1.159545","0.000000","0.000000","0.596593","0.216354","0.000000","0.000000","0.202534","0.000000","1.001750","1.020068","0.111517","0.000000","0.216354","0.220368","8.00","2.00","2.00","2.00","0.757537","0.613156","122.500000","101.400000"
"010-000000934","693","010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","159.889323","16.084000","16.647000","17.241000","1.392302","0.275417","0.200000","0.225000","24.00","4.00","4.00","4.00","0.000000","0.000000","0.000000","0.000000"
"010-000000287","783","010","Department of the Interior","BOR1-CRSP SCADA (Colorado River Storage Project Supervisory Control and Data Acquisition System)","1.000000","0.000000","0.000000","0.000000","2.570000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.167000","0.200605","0.260000","0.273000","3.262000","0.380000","0.399000","0.419000","17.00","4.00","4.00","4.00","-0.247395","0.000000","-29.900000","0.000000"
"010-000000288","784","010","Department of the Interior","BOR1-CVACS (Central Valley Automated Control System)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.429000","0.503624","0.569000","0.569000","9.910000","1.501037","1.449000","1.452000","60.00","9.00","9.00","9.00","0.006661","0.008000","0.300000","0.400000"
"010-000000292","785","010","Department of the Interior","BOR1-GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System)","0.635000","0.000000","0.000000","0.000000","16.972000","3.261272","1.591334","0.884525","3.686000","5.004590","5.635390","5.044077","4.461000","0.477319","0.692000","0.869000","7.106000","0.776000","1.300000","1.300000","92.00","40.00","44.00","40.00","-1.146584","0.000000","-10.800000","0.000000"
"010-000000294","786","010","Department of the Interior","BOR1-LCDCSS (Lower Colorado Dams Control Systems and Services)","0.630000","0.000000","0.000000","0.000000","8.037000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.296000","0.228366","0.249000","0.163000","4.497000","0.444000","0.491000","0.518000","35.00","6.00","6.00","6.00","-0.154634","0.000000","-18.700000","0.000000"
"010-000000363","787","010","Department of the Interior","DOI - Integrated Reporting of Wildland-Fire Information (iRWIn)","0.000000","0.900000","0.500000","0.000000","0.000000","0.300000","2.200000","4.450000","0.000000","0.300000","0.300000","0.300000","0.000000","0.000000","0.000000","0.250000","0.000000","0.000000","0.000000","0.000000","0.00","2.00","2.00","2.00","0.000000","0.000000","0.000000","0.000000"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","0.000000","0.000000","0.000000","0.000000","0.000000","13.372000","13.145000","7.334000","0.000000","0.828000","0.855000","0.523000","0.000000","5.070000","5.265000","9.463000","0.000000","0.230000","0.235000","0.600000","0.00","7.00","7.00","7.00","0.000000","0.000000","0.000000","0.000000"
"010-000000279","850","010","Department of the Interior","BOR1-CARMA (Capital Asset and Resource Management Application)","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.749907","0.652033","0.775448","0.806466","0.324133","0.282363","0.336552","0.350014","2.00","2.00","2.00","2.00","-0.159604","0.000000","-14.600000","0.000000"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","0.066000","0.069000","0.000000","0.000000","0.409000","0.423000","0.737000","0.498000","0.000000","0.000000","0.000000","0.000000","6.168000","6.539000","7.347000","8.096000","1.067000","1.110000","1.110000","1.154000","9.00","9.00","9.00","9.00","0.000000","0.501000","0.000000","5.800000"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","0.000000","0.150000","0.225000","0.000000","0.000000","3.181000","2.078000","2.300000","0.000000","0.430000","0.712000","0.000000","27.833000","8.960000","6.801000","7.015000","8.389000","2.459000","1.934000","1.934000","88.00","30.00","30.00","30.00","0.000000","0.000000","0.000000","0.000000"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","6.176000","0.150000","0.150000","0.006000","6.514000","0.000000","0.000000","0.000000","0.294000","0.000000","0.000000","0.000000","254.624543","41.082314","45.413125","40.770633","75.616841","19.935670","19.635207","20.404119","644.00","143.00","181.00","171.00","2.668133","3.752620","4.600000","6.100000"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","3.360000","1.000000","0.000000","0.000000","22.061880","1.199300","2.102300","4.088599","0.160000","0.000000","0.164000","0.169106","500.560801","119.261256","121.953053","105.985663","177.899009","44.881707","41.509151","53.357035","3346.00","430.00","1832.00","9022.00","24.365830","8.370688","17.200000","5.300000"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","0.185000","0.000000","0.000000","0.000000","0.000000","2.332823","0.000000","0.012352","0.923000","0.669900","0.680000","1.176839","75.072592","16.606603","15.262003","15.816891","68.218954","15.014547","15.428251","16.018653","701.00","158.00","150.00","150.00","-14.266833","-17.336892","-29.200000","-35.600000"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","0.539500","0.000000","0.000000","0.000000","165.274300","3.242500","3.052100","3.256000","18.758000","0.000000","0.000000","0.000000","849.869545","137.349605","138.811922","137.118950","201.194470","48.635046","50.359718","43.443028","644.00","143.00","181.00","171.00","15.762969","3.905298","9.100000","2.100000"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1.547000","0.000000","0.000000","0.000000","16.165300","0.000000","0.102000","5.000000","0.567000","0.000000","0.109000","0.001618","588.905799","106.076666","110.674434","105.331038","92.810475","21.765555","21.016320","23.405981","858.00","123.00","129.00","124.00","13.057673","6.106266","11.400000","4.900000"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance &amp; Management System (FMMS)","0.000000","0.030000","2.020000","0.015000","0.000000","0.119000","0.000000","0.000000","0.000000","0.210700","0.208900","0.198900","0.000000","2.164000","2.530000","2.341000","0.000000","0.775000","0.797000","0.844000","0.00","6.00","6.00","15.00","0.000000","0.000000","0.000000","0.000000"
"011-000001126","426","011","Department of Justice","JMD Unified Financial Management System (UFMS)","100.553860","11.690399","9.811823","11.056732","123.921871","59.984030","29.734529","17.865730","15.226392","3.156141","3.407997","3.726118","33.389243","28.663439","30.541181","27.093594","0.000000","4.062517","4.143768","4.226643","147.00","44.00","45.00","39.00","0.000000","0.000000","0.000000","0.000000"
"011-000003372","429","011","Department of Justice","FBI Data Integration and Visualization System (DIVS)","0.216000","0.740000","0.400000","0.400000","54.058000","49.183000","15.150000","15.150000","1.848000","4.627000","1.345000","1.544000","94.679000","14.387000","37.771000","37.771000","7.629000","0.857000","4.373000","5.148000","59.00","31.00","34.00","39.00","16.621000","-1.296000","31.300000","-2.100000"
"011-000002503","430","011","Department of Justice","FBI Digital Collection","14.729000","0.000000","0.000000","0.000000","150.365000","19.691000","14.195000","0.000000","15.519000","1.545000","0.916000","0.000000","183.829000","17.999000","23.325000","31.392000","17.521000","2.512000","4.869000","5.901000","93.00","28.00","41.00","41.00","1.398000","4.676000","3.500000","12.100000"
"011-000003373","432","011","Department of Justice","FBI Guardian","2.163000","0.000000","0.000000","0.000000","17.314000","5.924000","2.776000","2.959000","3.630000","0.100000","0.100000","0.100000","9.630000","1.700000","6.920000","6.510000","0.000000","0.000000","0.000000","0.000000","22.00","1.00","1.00","1.00","0.000000","0.000000","0.000000","0.000000"
"011-000003024","434","011","Department of Justice","FBI Law Enforcement National Data Exchange Program (NDEx)","2.475000","0.000000","0.000000","0.000000","185.506000","16.812000","1.386000","2.100000","19.515000","1.744000","0.109000","0.139000","31.727000","22.473000","37.800000","45.723000","3.329000","1.305000","2.986000","3.028000","267.00","27.00","27.00","27.00","-0.985000","0.645000","-2.300000","1.500000"
"011-000002016","435","011","Department of Justice","FBI Law Enforcement Online (LEO)","2.832000","0.675000","0.000000","0.000000","52.060000","0.000000","1.265000","1.508000","11.539000","0.087612","0.170740","0.201273","128.757000","20.543000","19.443000","19.920000","30.411000","2.666388","2.624260","2.658727","452.00","26.00","26.00","26.00","-3.258000","-4.692000","-12.000000","-16.600000"
"011-000002616","437","011","Department of Justice","FBI National Instant Criminal Background Check System (NICS)","5.388000","0.450000","0.000000","0.000000","103.619000","2.190000","33.664000","17.354000","229.690000","1.001000","3.947000","3.892000","77.778000","8.004000","1.262000","1.330000","135.294000","3.033000","0.148000","0.298000","5786.00","40.00","40.00","40.00","3.517000","29.217000","31.500000","298.000000"
"011-000003245","440","011","Department of Justice","FBI Prevention of Information Technology Obsolescence (PITO)","11.854000","0.866000","0.350000","0.367500","149.567000","82.478000","0.000000","0.000000","5.900000","0.803000","0.000000","0.000000","17.355000","6.564000","6.470825","6.730500","4.072000","0.322000","1.362636","1.430767","94.00","8.00","9.00","9.00","0.000000","1.911461","0.000000","30.500000"
"011-000003211","441","011","Department of Justice","FBI SENTINEL","4.349000","0.000000","0.000000","0.000000","351.921000","18.421000","14.217000","0.000000","23.238000","3.600000","1.860000","0.000000","48.019000","14.116000","30.000000","30.000000","0.000000","0.000000","0.000000","1.942000","70.00","6.00","6.00","6.00","-14.217000","14.217000","-28.200000","44.600000"
"011-000003177","442","011","Department of Justice","FBI Terrorist Screening System (TSS)","58.060000","2.500000","2.515000","2.515000","96.449000","18.752000","16.065000","16.625000","0.000000","0.512000","0.527000","0.543000","74.675000","23.644000","23.754000","25.414000","4.906000","0.767000","0.791000","0.814000","52.00","10.00","10.00","10.00","-2.421000","0.398000","-5.000000","0.900000"
"011-000002909","443","011","Department of Justice","FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION)","35.504000","5.000000","3.750000","3.937000","133.225000","30.100000","22.570000","23.703000","0.631000","0.150000","0.150000","0.157000","62.878000","15.000000","11.250000","11.812000","2.581000","0.226000","0.226000","0.237000","25.00","3.00","3.00","3.00","10.756000","-1.774000","27.100000","-4.500000"
"011-000002501","858","011","Department of Justice","FBI Combined DNA Index System (CODIS)","2.830000","0.095637","0.500000","0.000000","94.114000","12.886000","0.943000","0.000000","2.271000","0.694000","0.312000","0.000000","43.763000","9.104000","16.262000","8.256000","2.271000","1.250000","1.873000","1.945000","71.00","14.00","14.00","14.00","-3.056193","1.923000","-11.300000","10.700000"
"011-000002916","859","011","Department of Justice","FBI Data Centers","0.000000","0.000000","0.575000","0.771000","47.723000","11.744000","3.898000","3.201000","5.625000","3.790000","3.654000","3.800000","111.058000","40.761000","43.474000","44.447000","25.177000","5.684000","5.481000","5.700000","237.00","70.00","70.00","74.00","-0.150000","-3.867000","-0.200000","-6.300000"
"011-000003458","937","011","Department of Justice","FBI Integrated Automated Fingerprint Identification System (IAFIS)","34.209000","0.000000","0.000000","0.000000","826.486000","0.034000","0.000000","0.000000","625.678917","0.013156","0.000000","0.000000","279.787000","25.579000","27.878000","32.763000","203.390083","9.897844","10.060000","10.294000","13516.00","95.00","94.00","94.00","-2.927000","-1.883000","-7.600000","-4.700000"
